identifier,amount,execution-date,reference,category,account-of-receiver,account-of-creator
984,978.68,2021-12-19T10:49:31.641890,S.Oliver,clothes,DE10985785971549145687,DE33510125629974889896
995,56.13,2018-04-28T10:49:31.642174,Effing,food,DE51728838437501118370,DE33510125629974889896
1000,748.50,2020-11-25T10:49:31.642108,Aldi,supermarket,DE46175649932131791856,DE33510125629974889896
1028,645.58,2021-06-13T10:49:31.641958,Pasta Bar,food,DE50561242036667643899,DE33510125629974889896
1029,906.68,2021-02-13T10:49:31.641784,Edeka,supermarket,DE76894768662419673111,DE33510125629974889896
1052,800.70,2018-04-17T10:49:31.642174,Vero Moda,clothes,DE50139821739297986888,DE33510125629974889896
1060,555.38,2019-04-26T10:49:31.642174,easyjet,vacation,DE28571102327654896575,DE33510125629974889896
1076,258.87,2018-02-19T10:49:31.642174,thanks,transfer,DE67444719107381296569,DE33510125629974889896
1081,519.45,2019-06-22T10:49:31.642174,thanks,transfer,DE20117978677399847042,DE33510125629974889896
1120,721.73,2020-10-07T10:49:31.642174,thanks,transfer,DE65403466947923029055,DE33510125629974889896
1140,300.96,2018-06-11T10:49:31.642174,Aldi,supermarket,DE50139821739297986888,DE33510125629974889896
1143,604.12,2019-06-28T10:49:31.641784,Rewe,supermarket,DE76894768662419673111,DE33510125629974889896
1181,183.54,2019-08-09T10:49:31.641784,Vero Moda,clothes,DE76894768662419673111,DE33510125629974889896
1202,548.68,2018-10-28T10:49:31.642174,hotels.com,vacation,DE70334119137743514093,DE33510125629974889896
1208,551.42,2019-02-23T10:49:31.642174,Cocolo Ramen,food,DE20117978677399847042,DE33510125629974889896
1215,439.44,2020-01-22T10:49:31.642087,hotels.com,vacation,DE50493093512418563495,DE33510125629974889896
1226,869.22,2021-05-16T10:49:31.642279,Rewe,supermarket,DE31852781254280985515,DE33510125629974889896
1246,632.67,2019-06-20T10:49:31.642108,Esprit,clothes,DE46175649932131791856,DE33510125629974889896
1254,138.25,2021-07-04T10:49:31.641870,Pasta Bar,food,DE29354508073743831293,DE33510125629974889896
1260,508.32,2018-06-21T10:49:31.642174,Rewe,supermarket,DE33510125629974889896,DE33510125629974889896
1262,712.94,2021-01-24T10:49:31.641848,CordoBar,food,DE77851065666584720184,DE33510125629974889896
1279,916.93,2021-08-29T10:49:31.641958,ryanair,vacation,DE50561242036667643899,DE33510125629974889896
1290,347.74,2020-05-17T10:49:31.642174,Esprit,clothes,DE51728838437501118370,DE33510125629974889896
1315,447.23,2022-02-24T10:49:31.642256,hotels.com,vacation,DE28254691836878919381,DE33510125629974889896
1316,135.33,2020-06-02T10:49:31.642256,hotels.com,vacation,DE28254691836878919381,DE33510125629974889896
1321,740.35,2021-08-20T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE33510125629974889896
1369,843.33,2019-03-19T10:49:31.641916,Zalando,clothes,DE93852973047302670654,DE33510125629974889896
1447,37.40,2019-09-15T10:49:31.642174,Esprit,clothes,DE51728838437501118370,DE33510125629974889896
1471,256.36,2021-07-20T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE33510125629974889896
1482,98.13,2018-03-22T10:49:31.642174,Edeka,supermarket,DE70334119137743514093,DE33510125629974889896
1483,513.71,2019-10-02T10:49:31.642174,ryanair,vacation,DE92648558961468741310,DE33510125629974889896
1575,568.17,2019-01-15T10:49:31.641958,Zur Letzten Instanz,food,DE50561242036667643899,DE33510125629974889896
1588,29.67,2019-07-13T10:49:31.642087,Rewe,supermarket,DE50493093512418563495,DE33510125629974889896
1607,687.94,2020-02-28T10:49:31.642087,Aldi,supermarket,DE50493093512418563495,DE33510125629974889896
1627,314.45,2019-10-23T10:49:31.642256,easyjet,vacation,DE28254691836878919381,DE33510125629974889896
1628,225.87,2018-05-25T10:49:31.642174,CordoBar,food,DE92648558961468741310,DE33510125629974889896
1639,43.70,2019-08-02T10:49:31.641890,Rewe,supermarket,DE10985785971549145687,DE33510125629974889896
1649,482.96,2020-03-02T10:49:31.642174,S.Oliver,clothes,DE28571102327654896575,DE33510125629974889896
1659,636.21,2020-07-05T10:49:31.642174,Pasta Bar,food,DE28571102327654896575,DE33510125629974889896
1742,904.48,2019-10-21T10:49:31.642065,Pauly Saal,food,DE44305226222441557697,DE33510125629974889896
1745,374.38,2020-06-09T10:49:31.642174,Lokal,food,DE51728838437501118370,DE33510125629974889896
1796,675.71,2019-09-01T10:49:31.642279,Effing,food,DE31852781254280985515,DE33510125629974889896
1831,735.35,2019-11-18T10:49:31.642065,S.Oliver,clothes,DE44305226222441557697,DE33510125629974889896
1833,678.47,2018-06-25T10:49:31.642174,thanks,transfer,DE92648558961468741310,DE33510125629974889896
1858,119.83,2019-02-01T10:49:31.641784,thanks,transfer,DE76894768662419673111,DE33510125629974889896
1867,221.67,2020-04-24T10:49:31.642174,Aldi,supermarket,DE78690946739504309806,DE33510125629974889896
1901,325.36,2019-03-06T10:49:31.641848,thanks,transfer,DE77851065666584720184,DE33510125629974889896
1902,651.85,2019-10-06T10:49:31.642000,Pauly Saal,food,DE22170806079195028710,DE33510125629974889896
1949,968.10,2020-09-20T10:49:31.642108,Edeka,supermarket,DE46175649932131791856,DE33510125629974889896
1967,360.89,2019-03-13T10:49:31.641958,Rewe,supermarket,DE50561242036667643899,DE33510125629974889896
1994,650.47,2020-02-24T10:49:31.642174,booking.com,vacation,DE28571102327654896575,DE33510125629974889896
10,976.46,2019-10-14T10:49:31.642065,easyjet,vacation,DE20117978677399847042,DE44305226222441557697
31,160.78,2020-03-10T10:49:31.642065,thanks,transfer,DE70334119137743514093,DE44305226222441557697
60,173.31,2021-06-23T10:49:31.642065,hotels.com,vacation,DE70334119137743514093,DE44305226222441557697
96,295.91,2021-01-05T10:49:31.641870,booking.com,vacation,DE29354508073743831293,DE44305226222441557697
131,768.74,2021-06-20T10:49:31.642065,Vero Moda,clothes,DE44305226222441557697,DE44305226222441557697
140,928.27,2020-03-08T10:49:31.642065,easyjet,vacation,DE28571102327654896575,DE44305226222441557697
164,123.85,2021-01-13T10:49:31.642065,thanks,transfer,DE50493093512418563495,DE44305226222441557697
199,881.46,2019-09-19T10:49:31.642065,Aldi,supermarket,DE92648558961468741310,DE44305226222441557697
211,430.68,2021-02-03T10:49:31.642065,thanks,transfer,DE50561242036667643899,DE44305226222441557697
221,364.30,2021-06-04T10:49:31.642065,Aldi,supermarket,DE77851065666584720184,DE44305226222441557697
247,454.27,2020-05-08T10:49:31.642065,thanks,transfer,DE76894768662419673111,DE44305226222441557697
281,497.94,2021-10-23T10:49:31.642065,thanks,transfer,DE50139821739297986888,DE44305226222441557697
340,259.81,2019-05-09T10:49:31.642065,Vero Moda,clothes,DE70334119137743514093,DE44305226222441557697
363,556.83,2019-05-14T10:49:31.642065,Aldi,supermarket,DE51728838437501118370,DE44305226222441557697
395,576.29,2020-06-07T10:49:31.642065,Rewe,supermarket,DE50561242036667643899,DE44305226222441557697
472,567.54,2019-10-10T10:49:31.641890,booking.com,vacation,DE10985785971549145687,DE44305226222441557697
478,298.89,2019-10-10T10:49:31.642065,S.Oliver,clothes,DE77851065666584720184,DE44305226222441557697
492,558.73,2021-12-18T10:49:31.642065,thanks,transfer,DE51728838437501118370,DE44305226222441557697
507,115.27,2022-01-22T10:49:31.642065,thanks,transfer,DE32132962269821718345,DE44305226222441557697
549,522.58,2021-09-12T10:49:31.642065,Zalando,clothes,DE93852973047302670654,DE44305226222441557697
584,213.76,2020-10-15T10:49:31.642065,thanks,transfer,DE82444435329779109646,DE44305226222441557697
590,360.35,2021-01-19T10:49:31.642065,Rewe,supermarket,DE50493093512418563495,DE44305226222441557697
605,426.27,2019-10-28T10:49:31.642065,hotels.com,vacation,DE82444435329779109646,DE44305226222441557697
637,973.67,2020-02-05T10:49:31.642065,thanks,transfer,DE50139821739297986888,DE44305226222441557697
648,273.46,2020-05-14T10:49:31.641890,Edeka,supermarket,DE10985785971549145687,DE44305226222441557697
669,710.24,2019-07-08T10:49:31.641890,easyjet,vacation,DE10985785971549145687,DE44305226222441557697
749,425.44,2021-09-19T10:49:31.642065,Aldi,supermarket,DE20117978677399847042,DE44305226222441557697
809,536.78,2020-05-19T10:49:31.642065,thanks,transfer,DE50139821739297986888,DE44305226222441557697
822,650.41,2020-12-13T10:49:31.642065,easyjet,vacation,DE50561242036667643899,DE44305226222441557697
851,354.85,2022-01-07T10:49:31.642065,Aldi,supermarket,DE98578335434393251543,DE44305226222441557697
882,8.43,2020-07-04T10:49:31.642065,thanks,transfer,DE67444719107381296569,DE44305226222441557697
908,172.80,2020-02-22T10:49:31.642065,Rewe,supermarket,DE98578335434393251543,DE44305226222441557697
988,343.98,2021-08-27T10:49:31.642065,ryanair,vacation,DE92648558961468741310,DE44305226222441557697
994,549.58,2020-12-26T10:49:31.642065,ryanair,vacation,DE20117978677399847042,DE44305226222441557697
1009,830.13,2021-08-24T10:49:31.642065,Effing,food,DE77851065666584720184,DE44305226222441557697
1021,782.34,2021-02-08T10:49:31.642065,Aldi,supermarket,DE92648558961468741310,DE44305226222441557697
1094,682.21,2021-11-05T10:49:31.642065,thanks,transfer,DE27235503909700305654,DE44305226222441557697
1095,163.63,2021-02-23T10:49:31.641890,ryanair,vacation,DE10985785971549145687,DE44305226222441557697
1165,2.85,2019-08-08T10:49:31.642065,Cocolo Ramen,food,DE32132962269821718345,DE44305226222441557697
1233,179.17,2021-09-22T10:49:31.642065,thanks,transfer,DE67444719107381296569,DE44305226222441557697
1238,145.42,2019-09-26T10:49:31.642065,ryanair,vacation,DE46175649932131791856,DE44305226222441557697
1356,843.81,2019-11-19T10:49:31.642065,thanks,transfer,DE20117978677399847042,DE44305226222441557697
1357,552.87,2021-10-29T10:49:31.642065,CordoBar,food,DE44305226222441557697,DE44305226222441557697
1377,874.75,2020-12-25T10:49:31.642065,thanks,transfer,DE50561242036667643899,DE44305226222441557697
1427,544.31,2020-08-09T10:49:31.642065,Rewe,supermarket,DE92648558961468741310,DE44305226222441557697
1455,343.86,2019-07-06T10:49:31.642065,Pauly Saal,food,DE92648558961468741310,DE44305226222441557697
1484,77.40,2020-04-26T10:49:31.642065,Edeka,supermarket,DE77851065666584720184,DE44305226222441557697
1496,454.32,2020-05-12T10:49:31.642065,Zur Letzten Instanz,food,DE65403466947923029055,DE44305226222441557697
1514,550.70,2021-12-31T10:49:31.642256,Esprit,clothes,DE28254691836878919381,DE44305226222441557697
1546,372.49,2020-07-25T10:49:31.642065,thanks,transfer,DE32132962269821718345,DE44305226222441557697
1599,533.33,2021-10-28T10:49:31.642065,Effing,food,DE28571102327654896575,DE44305226222441557697
1600,266.17,2019-11-04T10:49:31.642065,Lokal,food,DE78690946739504309806,DE44305226222441557697
1613,331.23,2020-11-12T10:49:31.642065,Zur Letzten Instanz,food,DE22170806079195028710,DE44305226222441557697
1668,293.52,2020-11-05T10:49:31.642065,Pauly Saal,food,DE93852973047302670654,DE44305226222441557697
1669,483.94,2022-01-06T10:49:31.642065,Effing,food,DE50139821739297986888,DE44305226222441557697
1676,623.52,2021-07-24T10:49:31.642065,thanks,transfer,DE27235503909700305654,DE44305226222441557697
1691,252.61,2021-12-06T10:49:31.642065,Rewe,supermarket,DE93852973047302670654,DE44305226222441557697
1715,315.86,2020-08-23T10:49:31.642065,hotels.com,vacation,DE70334119137743514093,DE44305226222441557697
1733,713.86,2019-10-12T10:49:31.641890,Zur Letzten Instanz,food,DE10985785971549145687,DE44305226222441557697
1753,487.45,2021-07-24T10:49:31.642065,Rewe,supermarket,DE46175649932131791856,DE44305226222441557697
1776,841.20,2019-10-18T10:49:31.642065,Esprit,clothes,DE78690946739504309806,DE44305226222441557697
1791,723.57,2020-08-04T10:49:31.642065,booking.com,vacation,DE77851065666584720184,DE44305226222441557697
1793,610.86,2020-08-28T10:49:31.642065,thanks,transfer,DE27235503909700305654,DE44305226222441557697
1798,240.66,2021-08-20T10:49:31.642065,Vero Moda,clothes,DE50561242036667643899,DE44305226222441557697
1872,290.78,2021-06-23T10:49:31.642065,Cocolo Ramen,food,DE46175649932131791856,DE44305226222441557697
1886,907.82,2020-06-16T10:49:31.642065,CordoBar,food,DE32132962269821718345,DE44305226222441557697
1888,306.87,2020-01-03T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE44305226222441557697
1921,196.11,2020-12-11T10:49:31.642065,thanks,transfer,DE92648558961468741310,DE44305226222441557697
1959,839.88,2021-06-22T10:49:31.641870,booking.com,vacation,DE29354508073743831293,DE44305226222441557697
5,507.40,2020-04-03T10:49:31.642108,Effing,food,DE46175649932131791856,DE46175649932131791856
7,966.74,2020-06-25T10:49:31.642108,hotels.com,vacation,DE33510125629974889896,DE46175649932131791856
33,576.36,2020-07-23T10:49:31.642108,Edeka,supermarket,DE67444719107381296569,DE46175649932131791856
130,989.72,2020-08-08T10:49:31.642256,thanks,transfer,DE28254691836878919381,DE46175649932131791856
143,421.28,2020-04-22T10:49:31.642108,Vero Moda,clothes,DE92648558961468741310,DE46175649932131791856
150,845.67,2020-06-05T10:49:31.641890,Aldi,supermarket,DE10985785971549145687,DE46175649932131791856
169,707.12,2020-06-07T10:49:31.642065,thanks,transfer,DE44305226222441557697,DE46175649932131791856
332,174.97,2019-03-12T10:49:31.642023,Edeka,supermarket,DE27235503909700305654,DE46175649932131791856
374,730.52,2020-09-27T10:49:31.641958,booking.com,vacation,DE50561242036667643899,DE46175649932131791856
382,186.57,2019-04-11T10:49:31.642108,Lokal,food,DE33510125629974889896,DE46175649932131791856
471,723.56,2019-11-07T10:49:31.642108,S.Oliver,clothes,DE70334119137743514093,DE46175649932131791856
483,771.72,2020-11-07T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE46175649932131791856
486,219.22,2020-05-30T10:49:31.641848,Zeit für Brot,food,DE77851065666584720184,DE46175649932131791856
487,826.13,2021-02-14T10:49:31.642108,S.Oliver,clothes,DE92648558961468741310,DE46175649932131791856
534,990.34,2021-10-29T10:49:31.642065,Esprit,clothes,DE44305226222441557697,DE46175649932131791856
552,395.43,2020-09-11T10:49:31.642000,Cocolo Ramen,food,DE22170806079195028710,DE46175649932131791856
571,519.24,2019-03-27T10:49:31.642108,Esprit,clothes,DE70334119137743514093,DE46175649932131791856
646,506.93,2020-07-08T10:49:31.642065,easyjet,vacation,DE44305226222441557697,DE46175649932131791856
675,986.65,2018-10-30T10:49:31.642108,Rewe,supermarket,DE92648558961468741310,DE46175649932131791856
679,206.47,2021-01-10T10:49:31.642108,S.Oliver,clothes,DE50139821739297986888,DE46175649932131791856
721,809.23,2020-03-12T10:49:31.642108,booking.com,vacation,DE32132962269821718345,DE46175649932131791856
750,997.35,2020-12-14T10:49:31.642108,Zur Letzten Instanz,food,DE78690946739504309806,DE46175649932131791856
761,358.24,2019-05-12T10:49:31.641721,S.Oliver,clothes,DE82444435329779109646,DE46175649932131791856
773,326.56,2019-01-28T10:49:31.642108,Pauly Saal,food,DE32132962269821718345,DE46175649932131791856
796,538.35,2019-06-28T10:49:31.641721,booking.com,vacation,DE82444435329779109646,DE46175649932131791856
839,137.33,2020-06-09T10:49:31.642023,hotels.com,vacation,DE27235503909700305654,DE46175649932131791856
842,638.36,2019-01-16T10:49:31.642108,S.Oliver,clothes,DE78690946739504309806,DE46175649932131791856
845,144.69,2018-07-22T10:49:31.642108,Lokal,food,DE92648558961468741310,DE46175649932131791856
871,636.81,2020-02-03T10:49:31.642108,Aldi,supermarket,DE67444719107381296569,DE46175649932131791856
951,472.45,2019-12-02T10:49:31.642108,thanks,transfer,DE28571102327654896575,DE46175649932131791856
954,361.80,2018-12-24T10:49:31.642108,easyjet,vacation,DE20117978677399847042,DE46175649932131791856
973,993.71,2018-11-21T10:49:31.642108,thanks,transfer,DE70334119137743514093,DE46175649932131791856
982,316.99,2020-08-25T10:49:31.642000,booking.com,vacation,DE22170806079195028710,DE46175649932131791856
1013,640.78,2019-06-11T10:49:31.642108,thanks,transfer,DE67444719107381296569,DE46175649932131791856
1019,194.18,2021-11-29T10:49:31.641870,thanks,transfer,DE29354508073743831293,DE46175649932131791856
1027,119.35,2020-10-02T10:49:31.642279,Zalando,clothes,DE31852781254280985515,DE46175649932131791856
1072,259.20,2021-06-24T10:49:31.642279,Aldi,supermarket,DE31852781254280985515,DE46175649932131791856
1085,639.72,2021-02-06T10:49:31.642108,Esprit,clothes,DE78690946739504309806,DE46175649932131791856
1137,982.38,2020-02-22T10:49:31.642108,Aldi,supermarket,DE50139821739297986888,DE46175649932131791856
1184,327.10,2020-11-13T10:49:31.642279,Pauly Saal,food,DE31852781254280985515,DE46175649932131791856
1257,778.56,2018-09-06T10:49:31.642108,thanks,transfer,DE70334119137743514093,DE46175649932131791856
1258,19.43,2020-09-20T10:49:31.642000,Vero Moda,clothes,DE22170806079195028710,DE46175649932131791856
1270,923.60,2020-04-20T10:49:31.642108,Zur Letzten Instanz,food,DE28571102327654896575,DE46175649932131791856
1281,660.50,2019-08-24T10:49:31.641848,thanks,transfer,DE77851065666584720184,DE46175649932131791856
1297,347.43,2019-05-25T10:49:31.642108,booking.com,vacation,DE76894768662419673111,DE46175649932131791856
1320,270.30,2021-04-01T10:49:31.642023,thanks,transfer,DE27235503909700305654,DE46175649932131791856
1345,67.77,2020-12-02T10:49:31.641958,ryanair,vacation,DE50561242036667643899,DE46175649932131791856
1361,913.81,2019-02-23T10:49:31.642108,thanks,transfer,DE76894768662419673111,DE46175649932131791856
1371,740.46,2020-10-10T10:49:31.642108,booking.com,vacation,DE78690946739504309806,DE46175649932131791856
1375,994.70,2019-06-30T10:49:31.642108,thanks,transfer,DE20117978677399847042,DE46175649932131791856
1456,151.37,2020-04-02T10:49:31.642108,Vero Moda,clothes,DE65403466947923029055,DE46175649932131791856
1470,235.94,2019-10-19T10:49:31.642108,easyjet,vacation,DE51728838437501118370,DE46175649932131791856
1522,16.36,2021-01-11T10:49:31.642279,thanks,transfer,DE31852781254280985515,DE46175649932131791856
1563,326.80,2020-01-23T10:49:31.642108,Edeka,supermarket,DE50493093512418563495,DE46175649932131791856
1564,788.89,2020-11-09T10:49:31.642256,Zalando,clothes,DE28254691836878919381,DE46175649932131791856
1566,8.51,2020-11-27T10:49:31.642279,Vero Moda,clothes,DE31852781254280985515,DE46175649932131791856
